Unnamed: 0,title,datetime,browse_count,discussion_count,browse_log_norm
2256,黄子韬徐艺洋秀恩爱vlog,2024-10-16 20:54:00,88809000,9766,18.30199855417805
2257,心动的信号7最后一次约会,2024-10-16 21:12:00,55810000,115000,17.837463622764616
2258,缅甸发生4.2级地震,2024-10-16 21:27:00,5283000,1673,15.480004676146454
2259,东部战区组织要港封控等科目演练,2024-10-16 21:30:00,11338000,1220,16.243670473866388
2260,黄友政全锦赛男单冠军,2024-10-16 21:54:00,12893000,1311,16.372195086392974
2261,警方回应小米SU7冲上公交站台,2024-10-16 22:03:00,19996000,5369,16.8110428115156
2262,上海一养护院把人关在像猪圈的房间,2024-10-16 22:06:00,22400000,2840,16.924571516825267
2263,海警2901号万吨舰首次参加对台任务,2024-10-16 22:18:00,9840000,732,16.101966269028438
2264,首次将封锁台湾摆在台面,2024-10-16 22:39:00,140000000,21000,18.75715298057358
2265,教师在幼儿园内驾车撞倒3名孩子致1死,2024-10-16 23:18:00,48598000,5526,17.69909293576057
2266,一不留神穿越进绝美秋日油画,2024-10-16 23:48:00,7847000,3945,15.875641851109611
2267,林高远刘诗雯全锦赛首秀,2024-10-16 23:54:00,12076000,1159,16.306730569808867
2268,华为Mate70或将提供双框架系统,2024-10-16 23:57:00,24100000,5026,16.997722398460883
2269,日本也有可能被美国重点监控,2024-10-17 00:00:00,15271000,1557,16.54146616293532
2270,巡航都是爱你的形状,2024-10-17 00:12:00,10024000,3928,16.12049277555804
2271,警方回应女童校内遇车祸身亡,2024-10-17 00:21:00,12258000,3080,16.321689343027813
2272,雌雄双盗睡着后被网约车送派出所,2024-10-17 00:27:00,7773000,2046,15.866166748212356
2273,春花焰OST阵容,2024-10-17 00:33:00,16512000,45000,16.619597947263426
2274,解放军视角超近距离看台湾,2024-10-17 00:42:00,32693000,7767,17.302671545673523
2275,邓亚萍谈金琴英3比1张本美和,2024-10-17 00:51:00,18359000,480,16.725630475442344
2276,SEVENTEEN新歌MV上线,2024-10-17 01:39:00,16500000,11000,16.61887093887081
2277,敦促美方立即停止全球范围内网络攻击,2024-10-17 01:42:00,30884000,10000,17.245748808410845
2278,王大伟受贿5.55亿元被判死缓,2024-10-17 01:54:00,64579000,14000,17.983399838504337
2279,林高远刘诗雯4比1尹孟泽何小雨,2024-10-17 02:03:00,13328000,1106,16.40537764338876
2280,深圳332套房3个半小时售罄,2024-10-17 02:09:00,18080000,1354,16.710316912928306
2281,开始理解大学生的消费观了,2024-10-17 02:15:00,6116000,7823,15.62641884603109
2282,唯一不想打伞的雨是红包雨,2024-10-17 02:48:00,28175000,84000,17.153945617890113
2283,西安一轿车失控撞上公交站台,2024-10-17 03:03:00,20330000,5755,16.82760818560453
2284,淘宝百亿补贴111元抢小米三件套,2024-10-17 03:15:00,110000000,2243,18.51599092375669
2285,杭州网红柿子树因长太好被质疑,2024-10-17 03:18:00,23308000,1397,16.964307207245103
2286,云南阿奎离世前直播称实在熬不住了,2024-10-17 03:39:00,36566000,1732,17.41462940487059
2287,天猫双11家电补到6折现货不用等,2024-10-17 03:48:00,160000000,18000,18.890684373198106
2288,多条高铁线将于年底前开通运营,2024-10-17 04:15:00,11610000,1887,16.267377353674075
2289,刘诗雯赛前流鼻血3天了,2024-10-17 04:42:00,15916000,2341,16.582835450528957
2290,京东服装5折券又来了,2024-10-17 04:48:00,20500000,20000,16.835935444108635
2291,炒股4天亏32万程序员回应,2024-10-17 04:51:00,43868000,3314,17.596695682862237
2292,孙燕姿官宣演唱会,2024-10-17 04:57:00,77287000,61000,18.163036323476582
2293,小米SU7冲上公交站台致2人受伤,2024-10-17 05:06:00,20720000,8195,16.846609975355555
2294,多批多架轰6K挂实弹飞赴预定空域,2024-10-17 05:27:00,20474000,3477,16.83466634646185
2295,2024诺贝尔经济学奖公布,2024-10-17 05:39:00,12724000,2250,16.359000531851173
2296,vivoX200系列发布会,2024-10-17 05:42:00,290000000,504000,19.485391480944795
2297,海警喊话台湾是中国不可分割的一部分,2024-10-17 06:06:00,12903000,2985,16.37297040043398
2298,联合利剑2024B圆满完成,2024-10-17 06:09:00,12459000,1852,16.337953811281
2299,西安小米SU7事故伤者急需输血,2024-10-17 06:12:00,13182000,1370,16.394362820594804
2300,以旧换新买的周六福顾客发现是金大福,2024-10-17 06:21:00,7266000,474,15.798716491763283
2301,vivo蓝科技国家科学技术进步奖,2024-10-17 06:30:00,19093000,28000,16.7648323336956
2302,四川一中学发生学生死亡事件,2024-10-17 06:33:00,23134000,3270,16.956813954837482
2303,天猫家电现货冲比618多省五千,2024-10-17 06:45:00,110000000,1051,18.51599092375669
2304,台独挑衅一日不止大陆反制就一刻不停,2024-10-17 07:03:00,19779000,5553,16.800131326763548
2305,战机视角超近距离看宝岛,2024-10-17 07:09:00,4492000,325,15.317808594840471
2306,年轻人对副业的期待为何越来越高,2024-10-17 07:33:00,92396000,5935,18.341594245631583
2307,vivo拍下的山河辽阔烟火寻常,2024-10-17 08:18:00,46675000,29000,17.65871924739206
2308,天猫人均万元消费券今日发放,2024-10-17 08:39:00,100000000,6615,18.420680743952367
2309,vivo走出国产芯片技术第三条路,2024-10-17 08:42:00,20148000,16000,16.818615585847677
2310,疾控部门回应广东蟑螂已进化,2024-10-17 09:12:00,60681000,8726,17.921141192203343
2311,首部安兔兔跑分破300万的手机,2024-10-17 09:28:00,48059000,18000,17.687939980731944
2312,72岁李银河称从未后悔选择丁克,2024-10-17 09:30:00,26357000,3694,17.087244452320654
2313,国产手机电池技术有多领先,2024-10-17 09:39:00,26280000,14000,17.084318751580685
2314,张馨予回应我想我会一直孤单,2024-10-17 09:42:00,110000000,5054,18.51599092375669
2315,国防部警示台独分子,2024-10-17 09:45:00,20859000,4794,16.853296067749266
2316,韩国一特斯拉起火司机困后座被烧死,2024-10-17 10:27:00,16145000,1380,16.59712096217451
2317,警方回应成都一河道疑发现浮尸,2024-10-17 10:39:00,42184000,2447,17.557551560192444
2318,黄友政4比0敖华磊,2024-10-17 10:44:00,5746000,769,15.564014518521372
2319,女子遭丈夫家暴后死亡案将开庭,2024-10-17 11:03:00,31572000,4210,17.26778120981043
2320,我国将打造全球最大规模低空通信网,2024-10-17 11:27:00,27975000,7229,17.146821812162262
2321,给你发裸照的女主播可能是抠脚大汉,2024-10-17 11:30:00,5345000,3257,15.491672102441283
2322,刘炜珊4比1杨屹韵,2024-10-17 11:42:00,5011000,153,15.42714605394186
2323,vivo全球首发公里级无网通信,2024-10-17 11:57:00,5656000,12000,15.548227486558543
2324,李维嘉曾说何炅的缺点是爱夸赞食物,2024-10-17 12:15:00,67572000,3541,18.02870425402476
2325,金星回应复婚,2024-10-17 12:18:00,67353000,2012,18.02545800325846
2326,大熊猫彻夜待树上思考熊生,2024-10-17 12:27:00,11248000,1962,16.235700893032583
2327,双11首金人,2024-10-17 12:33:00,170000000,46000,18.951308995014536
2328,长焦镜头里的中国,2024-10-17 12:39:00,67744000,155000,18.03124645291673
2329,网友提意见vivo是真改啊,2024-10-17 12:45:00,18344000,33000,16.724813103519878
2330,李晟敏晒全家福,2024-10-17 12:48:00,13830000,629,16.44235070364094
2331,刘诗雯说很珍惜上场的每一场比赛,2024-10-17 12:51:00,5442000,389,15.509657198325328
2332,X200小直屏颜值党天菜,2024-10-17 13:06:00,47881000,45000,17.684229323983146
2333,女子花500元找男大学生陪爬泰山,2024-10-17 13:21:00,28587000,2030,17.168462626998434
2334,周鸿祎称Magic7YOYO比Siri强太多,2024-10-17 13:36:00,9532000,21000,16.07016511720077
2335,中公教育又被指不履行退款承诺,2024-10-17 14:06:00,10796000,1035,16.194686253120032
2336,年轻人的顶级松弛感是生图直出,2024-10-17 14:15:00,40745000,114000,17.522843690736458
2337,vivoX200开箱评测,2024-10-17 14:36:00,23672000,78000,16.979803473062184
2338,vivoX200Promini,2024-10-17 14:39:00,12849000,17000,16.368776545265618
2339,3人故意吃虫子让火锅店赔1500,2024-10-17 14:42:00,71828000,7265,18.089784930143924
2340,春花焰观后感,2024-10-17 15:42:00,33785000,10000,17.335527474968412
2341,Jennie推特被封,2024-10-17 15:51:00,160000000,9245,18.890684373198106
2342,美国海底窃听光缆真实图像,2024-10-17 16:03:00,89253000,9605,18.30698559150448
2343,用敌人听得懂的语言警告台独分子,2024-10-17 16:12:00,7919000,1324,15.88477549319255
2344,萧敬腾婚礼堪比演唱会,2024-10-17 16:27:00,110000000,7038,18.51599092375669
2345,22个纸箱装钱压得车上不了地库斜坡,2024-10-17 16:39:00,27058000,4504,17.113493268145444
2346,杭州一女生夜晚被强行猥亵,2024-10-17 16:42:00,140000000,11000,18.75715298057358
2347,迈巴赫漏水车主再发声称对方敷衍,2024-10-17 16:57:00,34584000,4800,17.358901705329604
2348,成都警方通报河道男尸系溺亡,2024-10-17 17:03:00,9600000,987,16.077273656438063
2349,吴谨言cp体质,2024-10-17 17:12:00,23041000,2949,16.952785795627868
2350,00后夫妻仅花百元购置结婚三件套,2024-10-17 17:15:00,32673000,5894,17.302059606725933
2351,宝妈用狗尾巴草给孩子点痣惊呆网友,2024-10-17 17:30:00,50808000,5436,17.74356438046495
2352,为什么建议学会腹式呼吸,2024-10-17 17:51:00,22986000,5583,16.95039589291084
2353,百万粉丝网红脑溢血昏迷8天后离世,2024-10-17 18:18:00,65416000,3795,17.99627743482395
2354,贵州贫困县豪砸2亿元建酒店烂尾,2024-10-17 18:36:00,22481000,1596,16.928181065986145
2355,胖东来为何劝离直播的司马南,2024-10-17 18:39:00,11945000,1271,16.295823338742046
2356,国足生死战前称不惧怕任何对手,2024-10-17 18:45:00,8040000,2257,15.899939641155148
2357,买上百万元处方药竟从未出示处方,2024-10-17 18:54:00,6952000,3195,15.754539945927364
2358,上海一养护院环境恶劣如同猪圈,2024-10-17 18:57:00,11158000,1143,16.22766728738761
2359,老师校内交通肇事致女童身亡,2024-10-18 01:57:00,40311000,5145,17.512134942525655
2360,千万主播学历造假频繁发生,2024-10-18 02:09:00,55805000,20000,17.837374029071952
2361,郑秀妍郑秀晶新闻图,2024-10-18 02:18:00,26796000,2269,17.103763180610294
2362,专家解读这一次围岛布局,2024-10-18 02:54:00,7886000,1364,15.88059959341971
2363,胖东来拒绝网红直播是以顾客为本,2024-10-18 03:06:00,150000000,4298,18.82614585206053
2364,卫生局回应医院晚上直播唱歌成KTV,2024-10-18 04:42:00,13011000,2027,16.381305711485613
2365,深圳再现日光盘均价7.6万每平,2024-10-18 05:00:00,3569000,664,15.087796002472295
2366,海军版山河图变装太燃了,2024-10-18 05:21:00,2666000,318,14.796089779720791
2367,朝称美国应为无人机渗透至平壤负责,2024-10-18 07:48:00,5876000,685,15.586386816275905
2368,中国海警出动6个编队巡航管控,2024-10-18 08:15:00,4485000,383,15.316249053475032
2369,我国前三个季度进出口均超10万亿元,2024-10-18 09:03:00,3232000,1754,14.988611698623124
2370,举报违规使用医保基金最高奖励20万,2024-10-18 09:36:00,3136000,760,14.958458660452436
2371,美网络武器设置了嫁祸功能,2024-10-18 10:03:00,3450000,2785,15.053884789007542
2372,听泉鉴宝究竟是剧本还是真有其事,2024-10-18 11:39:00,57857000,3295,17.87348500687665
2373,中方再曝光美政府伏特台风计划细节,2024-10-18 11:42:00,8694000,2900,15.978143690530874
2374,当事人回应酒后闹事称已道歉,2024-10-18 13:00:00,8001000,2088,15.89507709183226
2375,作协主席被曝酒后闹事辱骂酒店前台,2024-10-18 13:39:00,21540000,2889,16.885422229692516
2376,日本千叶县西北部发生4.5级地震,2024-10-18 13:54:00,2110000,322,14.56219850545225
2377,特警合力井下救援8分钟救2条命,2024-10-18 14:12:00,6217000,3355,15.642798033251475
2378,黄友政回应全锦赛男单夺冠,2024-10-18 14:54:00,6880000,350,15.744129209909527
2379,人家萧敬腾结婚你在这又唱又跳的,2024-10-18 15:09:00,47420000,1543,17.674554638601535
2380,河南的秋天真的景美人美,2024-10-18 18:03:00,19142000,841,16.767395431737988
2381,白敬亭31岁生日plog,2024-10-18 18:15:00,30969000,18000,17.248497262115837
2382,武艺说编剧都编不出杨子的回答,2024-10-18 18:39:00,29210000,1120,17.190021674363923
2383,熊猫莽小五在树上睡了一夜,2024-10-18 19:00:00,14598000,2782,16.496395090993715
2384,教委回应班主任在班级群发飙,2024-10-18 19:09:00,26749000,6016,17.10200764742995
2385,孙子在哪上学爷爷就在哪当保安,2024-10-18 19:15:00,67480000,14000,18.027341815642043
2386,听泉鉴宝称从未说过自己是北大的,2024-10-18 19:18:00,130000000,30000,18.683045008419857
2387,女子被高坠水箱精准罩住超淡定,2024-10-18 19:39:00,38706000,5229,17.471505184742433
2388,单休后的周一,2024-10-18 19:51:00,12325000,3447,16.32714027789303
2389,男友炖鸡汤没处理鸡蛋还在肚子里,2024-10-18 19:54:00,31641000,6316,17.269964305926862
2390,警方通报四川一中学学生死亡,2024-10-18 20:15:00,15632000,2658,16.5648306532647
2391,文旅局干部酒后大闹酒店实为借权耍横,2024-10-18 20:51:00,28928000,5211,17.18032054217404
2392,4家药店伪造上万张处方金额过亿,2024-10-18 21:00:00,16385000,6753,16.611876840115052
2393,易烊千玺抵达云南,2024-10-18 21:03:00,33093000,29000,17.314832337619627
2394,漠河已经下暴雪啦,2024-10-18 21:33:00,23648000,6431,16.978789102730065
2395,用坚持和努力定义自己的未来,2024-10-18 22:12:00,24395000,2544,17.009888751232076
2396,初三男生跳高1.91米打破学校纪录,2024-10-18 22:18:00,38997000,11000,17.478995278058267
2397,警方通报老头乐高速逆行发生事故,2024-10-18 22:24:00,47915000,15000,17.68493916576
2398,印度和加拿大相互驱逐外交官,2024-10-18 22:42:00,18078000,6282,16.710206287340494
2399,约80%心梗病人在胸痛前已出现耳部症状,2024-10-18 22:45:00,32613000,4221,17.300221539854245
2400,林诗栋排名世界第2,2024-10-18 23:27:00,43099000,8328,17.57901035294866
2401,雨姐不是栽在粉条上而是演得太过,2024-10-18 23:42:00,23919000,2987,16.990183680152743
2402,第一个中国人上太空已经21年了,2024-10-18 23:57:00,36716000,18000,17.41872318532112
2403,数学家陈景润获批国家杰出青年基金,2024-10-19 00:03:00,35249000,6067,17.377947718025823
2404,郭晶晶43岁生日,2024-10-19 00:06:00,45130000,13000,17.625057771803185
2405,杭州强吻猥亵女生的男子已被抓获,2024-10-19 00:18:00,40895000,5401,17.52651836415121
2406,中消协提醒理性辨识第三方测评,2024-10-19 00:27:00,3451000,994,15.05417460208014
2407,以方称恪守在台湾问题上的一贯立场,2024-10-19 00:33:00,15430000,3333,16.551824224339345
2408,神五飞天已经是21年前了,2024-10-19 00:36:00,8578000,6617,15.964711344058962
2409,我国北方多地体验一夜入冬,2024-10-19 00:39:00,10020000,7102,16.120093653620994
2410,100秒打卡中国载人航天任务,2024-10-19 00:45:00,9714000,7291,16.08907870188783
2411,2023年度个税汇算清缴数据发布,2024-10-19 00:57:00,41658000,5095,17.545003984963465
2412,男孩赌气误食滴水观音中毒被抢救,2024-10-19 01:00:00,42700000,8074,17.569709478198853
2413,朴宝英朴炯植坐一起,2024-10-19 01:12:00,45588000,8463,17.635155081957762
2414,第41个国际盲人节,2024-10-19 02:09:00,4332000,2377,15.28153988710302
2415,美国假旗行动污染全球网络空间,2024-10-19 02:12:00,8425000,1753,15.9467140342027
2416,华为平板重绘千里江山图,2024-10-19 02:24:00,92316000,69000,18.34072803222908
2417,年收入10万元以内基本不用缴纳个税,2024-10-19 02:57:00,66047000,9175,18.005877167764822
2418,建兴中学一学生系自缢身亡,2024-10-19 03:00:00,17901000,1002,16.70036713517233
2419,河南发现距今约五千年大墓,2024-10-19 03:06:00,19897000,1590,16.806079524561387
2420,拼多多双11没套路就是降,2024-10-19 03:24:00,16495000,35000,16.61856786264482
2421,崔永熙5分1篮板,2024-10-19 03:33:00,18707000,2295,16.744408343331042
2422,国家空间科学中长期发展规划发布,2024-10-19 03:45:00,13329000,1331,16.405452670586154
2423,我国宣布将开展地外生命探寻,2024-10-19 03:54:00,46215000,22000,17.648814978681013
2424,员工不服调岗被解雇起诉获赔17万,2024-10-19 04:03:00,44949000,6745,17.621039071693392
2425,中国将进行太阳系考古,2024-10-19 04:09:00,55298000,21000,17.828247299473265
2426,徐冬冬尹子维改学粤语了,2024-10-19 04:21:00,29086000,4677,17.185767516719793
2427,听泉鉴宝停播公司人员称其太累要休息,2024-10-19 04:48:00,5066000,487,15.438062109543758
2428,A股再度放量成交破1万亿,2024-10-19 04:54:00,15949000,7188,16.58490668930489
2429,韩军称朝鲜炸毁部分朝韩间道路,2024-10-19 05:00:00,150000000,30000,18.82614585206053
2430,迈巴赫漏水事件车主再发声,2024-10-19 05:12:00,9550000,1702,16.07205171245691
2431,哈尔滨一药店见检查来紧急不卖药了,2024-10-19 05:24:00,37198000,3729,17.43176555435721
2432,小鹏P7+巴黎街头遭围观,2024-10-19 05:27:00,43030000,42000,17.577408104814783
2433,奶奶听人喊馒头想买结果是找狗,2024-10-19 05:33:00,5341000,2241,15.490923459321907
2434,工作十年我身边优秀搭子越来越多,2024-10-19 05:39:00,6029000,847,15.612091717471545
2435,鉴宝直播要经得起公众掌眼,2024-10-19 06:06:00,12513000,3053,16.342278661847192
2436,拜登被爆私下曾称以总理坏蛋,2024-10-19 06:21:00,19723000,1216,16.79729602538564
2437,撞电动车被要2500后越想越不对,2024-10-19 06:24:00,32136000,4979,17.285487455021254
2438,中国汽车如何更好走出国门,2024-10-19 06:48:00,49511000,27000,17.71770542507344
2439,刘亦菲说的医疗险是什么,2024-10-19 07:12:00,18678000,25000,16.7428569186518
2440,李蠕蠕当面模仿向佐,2024-10-19 07:27:00,56692000,6357,17.853143665268934
2441,全红婵陈芋汐恢复训练,2024-10-19 07:33:00,21907000,2462,16.902316778417635
2442,魏建军称价格战后遗症将达六七年,2024-10-19 07:42:00,49606000,45000,17.719622352121085
2443,孙颖莎WTT退赛,2024-10-19 08:03:00,61063000,21000,17.92741667606538
2444,华中农业大学原教授黄飞若再被通报,2024-10-19 08:06:00,15752000,493,16.5724778993011
2445,我国无需缴纳个税人员占比超过七成,2024-10-19 08:15:00,140000000,37000,18.75715298057358
2446,韩军用开枪回应朝鲜炸毁道路,2024-10-19 08:30:00,120000000,22000,18.60300230074632
2447,金正恩指明朝鲜军事活动方向,2024-10-19 08:36:00,130000000,15000,18.683045008419857
2448,听泉鉴宝复播,2024-10-19 08:55:00,40633000,9357,17.520091102304296
2449,韩军开枪警告射击,2024-10-19 09:18:00,55101000,4845,17.82467842277878
2450,林高远刘诗雯vs曹巍范姝涵,2024-10-19 09:21:00,10166000,1648,16.134559376988985
2451,孙燕姿公布巡演场次,2024-10-19 09:24:00,35385000,36000,17.381798559492022
2452,车企价格战羊毛出在羊身上,2024-10-19 09:51:00,39119000,34000,17.48211884043198
2453,河南省司法厅原厅长王文海病亡,2024-10-19 10:18:00,19390000,1742,16.780268027218835
2454,沈腾喊白敬亭以为是蜡笔小新,2024-10-19 11:03:00,19928000,3725,16.807636335924155
2455,小S把粉丝送的小象保存了十年,2024-10-19 11:51:00,31505000,1881,17.26565682135829
2456,赵露思暗黑系COSMO封面预告,2024-10-19 12:06:00,29154000,239000,17.188102682616094
2457,电影今年二十二,2024-10-19 12:12:00,34662000,38000,17.361154543991457
2458,陈乔恩回应催生,2024-10-19 12:18:00,17272000,3945,16.66459725117678
2459,年轻人边理性消费边消费升级,2024-10-19 12:30:00,10224000,11000,16.140248455599455
2460,金正恩主持会议应对韩无人机渗透事件,2024-10-19 12:57:00,10719000,429,16.187528425673655
2461,年收入不足10万元基本不用交个税,2024-10-19 13:06:00,25328000,8180,17.04742106110293
2462,你的收入达到缴纳个税的标准了吗,2024-10-19 13:21:00,27662000,3206,17.135570188166792
2463,中国将探测月球内部结构,2024-10-19 13:36:00,8333000,2486,15.935734093364344
2464,制片人说再见爱人不会给嘉宾剧本,2024-10-19 13:42:00,7014000,807,15.76341870968226
2465,HANNI出席国会监查,2024-10-19 14:03:00,43386000,14000,17.585647366385142
2466,张桂梅扮演者说越演越惭愧,2024-10-19 14:18:00,87154000,11000,18.28318722675425
2467,前妻曝马斯克撩妹方式,2024-10-19 14:30:00,34991000,4155,17.37060144352965
2468,薛之谦海外体育场返场官宣7站,2024-10-19 14:39:00,50340000,50000,17.734310547671445
2469,男子乘飞机2小时未起身致肺栓塞身亡,2024-10-19 14:54:00,53351000,4879,17.792403279678823
2470,听障宝宝首次听到声音被吓哭,2024-10-19 15:09:00,6608000,564,15.70379159418295
2471,成都一库房突发火灾浓烟滚滚,2024-10-19 15:24:00,6059000,2097,15.617055327927126
2472,VOGUE盛典官宣阵容,2024-10-19 15:30:00,250000000,2865000,19.33697147582652
2473,疑似王传君齐溪二胎已生,2024-10-19 15:51:00,24162000,3275,17.000291709061646
2474,黄雨婷创造新世界纪录摘金,2024-10-19 15:54:00,160000000,38000,18.890684373198106
2475,杨洋展昭骑马侧拍,2024-10-19 15:57:00,12121000,28000,16.31045004345265
2476,黄雨婷大满贯,2024-10-19 16:27:00,25637000,9955,17.059547178490973
2477,陈冠希晒妻女泳装照,2024-10-19 16:33:00,36453000,1252,17.411534317558857
2478,双十一仿佛在侮辱我的智商,2024-10-19 16:54:00,50554000,6661,17.738552629874853
2479,为什么现在的中产不爱逛高端商场了,2024-10-19 16:57:00,14570000,914,16.49447517817139
2480,极氪7X上市25天交付破万,2024-10-19 17:03:00,57552000,25000,17.868199444917543
2481,央视定义3A游戏,2024-10-19 17:12:00,20324000,3066,16.82731301169576
2482,成都拆迁地图上新,2024-10-19 17:30:00,47673000,9554,17.679875757862884
2483,林高远刘诗雯晋级混双决赛,2024-10-19 17:45:00,10266000,1057,16.144348022102385
2484,你目前的工资需要纳税吗,2024-10-19 17:48:00,42188000,9835,17.557646378378642
2485,老赖被抓后大声反问抓我妈行不,2024-10-19 17:54:00,9751000,3816,16.092880401817258
2486,各地飞往韩国的航班暂未受影响,2024-10-19 17:57:00,8449000,325,15.949558649134982
2487,这届年轻人流行先甜后也甜,2024-10-19 18:03:00,110000000,2322,18.51599092375669
2488,林高远刘诗雯4比0赵子豪陈熠,2024-10-19 18:12:00,7805000,530,15.870275111931669
2489,现在品牌宠粉都这么卷,2024-10-19 18:27:00,35153000,15000,17.37522052108537
2490,警方通报代驾员开错后备箱被殴打,2024-10-19 18:30:00,5070000,408,15.438851375567364
2491,孙杨代替王楚钦出战全锦赛男团比赛,2024-10-19 18:36:00,45446000,6212,17.63203536591388
2492,外交部回应朝鲜半岛局势紧张,2024-10-19 18:51:00,20623000,3986,16.841917515786186
2493,青海有毒致6死气体确认为硫化氢,2024-10-19 18:54:00,4949000,566,15.414696093934024
2494,黄景瑜自己拍的官宣图,2024-10-19 19:03:00,13623000,30000,16.4272700987482
2495,林高远刘诗雯vs赵子豪陈熠,2024-10-19 19:06:00,7496000,710,15.829880102900397
2496,干饭哥0.1环优势夺冠,2024-10-19 19:12:00,17388000,4542,16.671290871090818
2497,王楚钦孙颖莎王曼昱退出全锦赛,2024-10-19 19:27:00,61780000,17000,17.93909024545471
2498,盛李豪世界杯10米气步枪夺冠,2024-10-19 19:30:00,44505000,9390,17.61111210037517
2499,ITZY完整体新歌MV,2024-10-19 19:54:00,21593000,12000,16.887879746056967
2500,律师称听泉鉴宝不涉及学历造假,2024-10-19 20:00:00,34871000,1954,17.36716609618729
2501,全红婵说知道要减重所以吃了很多,2024-10-19 20:15:00,41760000,5072,17.547449501538658
2502,朝韩部分交界被韩指定为危险区,2024-10-19 20:18:00,22783000,4567,16.941525201781186
2503,千年石窟 匠心传承,2024-10-19 20:33:00,86632000,12000,18.27717982029036
2504,儿子与母亲签订生老病死与己无关协议,2024-10-19 20:36:00,56273000,5729,17.84572540436541
2505,我国高端装备出口增长超四成,2024-10-19 20:54:00,2723000,302,14.817244771655895
2506,贺军翔风波后首公开现身,2024-10-19 21:12:00,2215000,88,14.610762961461374
2507,女子因领导批评压力过大变成木头人,2024-10-19 22:12:00,130000000,16000,18.683045008419857
2508,康辉一次性读完全国易错地名,2024-10-19 22:21:00,64294000,22000,17.978976872256755
2509,买家用车你最在意什么,2024-10-19 22:45:00,34399000,6269,17.353538052153652
2510,国足vs印尼首发,2024-10-19 23:18:00,10534000,3670,16.17011867902547
2511,奶奶照顾孙女6年起诉儿子儿媳还钱,2024-10-19 23:30:00,3829000,548,15.158114230459432
2512,真正好用的卫生巾,2024-10-19 23:42:00,28246000,23000,17.156462412611145
2513,女子自称找工作喝杯水被套路买车,2024-10-19 23:57:00,18182000,1055,16.71594265166394
2514,韩国京畿道禁止市民在边界放飞气球,2024-10-20 00:03:00,39305000,5245,17.486862295209995
2515,hanni哭了,2024-10-20 00:12:00,79027000,25000,18.185300124192395
2516,工作人员回应成都拆迁地图上新,2024-10-20 00:33:00,13088000,4597,16.387206337824665
2517,易烊千玺大一时每天写2000字散文,2024-10-20 01:00:00,58774000,59000,17.889210138209087
2518,盛李豪夺冠后英文采访,2024-10-20 01:06:00,15038000,1251,16.52609088892011
2519,谢瑜10.9环,2024-10-20 01:27:00,16987000,1677,16.64795890360145
2520,谢瑜世界杯10米气手枪夺冠,2024-10-20 01:33:00,25275000,4360,17.04532632287081
2521,武磊替补待命,2024-10-20 01:39:00,2840000,972,14.859314610137387
2522,刘亦菲确定出席VOGUE盛典,2024-10-20 01:42:00,16895000,3550,16.642528278130527
2523,上海一妇产医院成网红打卡地,2024-10-20 01:45:00,46740000,6896,17.660110887074985
2524,00后股民拿4万压岁钱入市赚10余万,2024-10-20 01:57:00,29846000,5452,17.21156138547355
2525,阿Sa回应关智斌求婚,2024-10-20 02:09:00,140000000,6026,18.75715298057358
2526,樊振东上海大师赛vlog,2024-10-20 02:33:00,14623000,5816,16.498106189594015
2527,视障跑者马拉松奖牌挂了一墙,2024-10-20 02:48:00,3104000,3202,14.948202160285248
2528,猎罪图鉴2过审,2024-10-20 02:51:00,50159000,121000,17.730708517886065
2529,00后的副业越来越看不懂了,2024-10-20 02:57:00,5848000,3667,15.581610280411752
2530,国足vs印尼,2024-10-20 03:09:00,210000000,108000,19.162618088681743
2531,林高远刘诗雯vs赵钊彦孙铭阳,2024-10-20 03:21:00,8587000,3542,15.965759989654622
2532,奔跑吧明天集合,2024-10-20 03:30:00,50919000,42000,17.745746692811778
2533,中国发现1.2亿年前月球仍有火山活动,2024-10-20 03:48:00,20449000,2971,16.83344453950195
2534,叶珂说伍佰的歌猥琐,2024-10-20 03:51:00,110000000,29000,18.51599092375669
2535,男子中48888现金反诈意识爆表,2024-10-20 03:54:00,68329000,14000,18.03984483178964
2536,国足2比0领先印尼,2024-10-20 04:12:00,15995000,3950,16.587786731365757
2537,郑钦文入围WTA年终总决赛,2024-10-20 04:15:00,37834000,14000,17.448718727207744
2538,国足对阵印尼球迷高唱歌唱祖国,2024-10-20 04:24:00,14677000,1256,16.501792200593336
2539,伊万带国足战绩,2024-10-20 04:39:00,3247000,936,14.993242051084984
2540,张玉宁单刀破门,2024-10-20 04:45:00,13451000,3890,16.414564010690718
2541,妇产科医院回应成网红打卡地,2024-10-20 05:12:00,5934000,746,15.596209079832905
2542,为什么说抑郁症是水溶性的,2024-10-20 05:18:00,71167000,8635,18.080539785794624
2543,迪丽热巴高定新季全球首穿,2024-10-20 05:33:00,63533000,206000,17.967070013912785
2544,向佐回应和李蠕蠕合拍,2024-10-20 05:42:00,1652000,307,14.31749723306306
2545,朝韩关系为何一下变天,2024-10-20 05:57:00,200000000,41000,19.11382792451231
2546,14.8万卖了劳力士表后被警方上网追逃,2024-10-20 06:00:00,57971000,7633,17.875453443469013
2547,迪丽热巴特效不能停,2024-10-20 06:06:00,15547000,60000,16.55937825193188
2548,iPadmini7有望告别果冻屏,2024-10-20 06:09:00,10327000,3234,16.15027238265354
